project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
maheshhegde/blog,maheshhegde,HTML,true,false,false,1,false,true,false,false,20
hrbrmstr/worldtilegrid,hrbrmstr,R,true,false,false,1,false,true,false,false,8
jimsy/huia,jimsy,Rust,true,false,false,1,false,true,false,false,39
Lucidiot/python-usda,Lucidiot,Python,true,true,false,2,false,true,true,false,94
clear-code/lua-web-driver,clear-code,Lua,true,false,false,2,false,true,true,false,53
bimlas/tw5-asciidoctor,bimlas,JavaScript,true,false,false,1,false,true,false,false,22
cjvnjde_template/webpack_html_sass_template,cjvnjde_template,JavaScript,true,false,false,2,false,false,false,true,34
c4g/draco/libdraco_ue4,c4g,C#,true,false,false,3,true,false,true,false,439
Bosi/docker-compose-collection,Bosi,Shell,true,false,false,1,false,false,false,false,39
freundchen/spring-boot-and-react,freundchen,JavaScript,true,false,true,3,true,false,true,false,41
openlp/web-remote,openlp,TypeScript,true,false,false,3,true,true,true,false,54
osm-ui/react,osm-ui,JavaScript,true,false,false,3,true,false,false,false,76
Req/raidgroups,Req,Ruby,true,false,false,1,false,true,false,false,26
recalbox/website,recalbox,,true,false,false,2,true,true,false,false,35
CDAGaming/CraftPresence,CDAGaming,Java,true,false,false,1,false,true,false,false,22
qezz/tg-sed-bot,qezz,Rust,true,false,false,2,true,true,false,false,15
tmkn/wagtail-storages,tmkn,Python,true,false,false,2,false,true,false,false,39
purpleteam-labs/purpleteam-logger,purpleteam-labs,JavaScript,true,false,false,1,false,true,false,false,20
training-devops-201801/belajar-devops,training-devops-201801,Java,true,false,true,2,false,false,true,false,57
purpleteam-labs/purpleteam-orchestrator,purpleteam-labs,JavaScript,true,false,false,1,false,true,false,false,21
purpleteam-labs/purpleteam-app-scanner,purpleteam-labs,JavaScript,true,false,false,1,false,true,false,false,21
mexus/sedregex,mexus,Rust,true,false,false,1,false,true,false,false,17
pmercado12/tutorial-git-lab,pmercado12,JavaScript,true,false,false,1,false,false,true,false,13
ClementLin/ZWaveBrowser,ClementLin,Java,true,false,false,2,true,true,false,false,35
gperdomor/vapor-response-time,gperdomor,Swift,true,false,false,1,false,true,false,false,34
SchoolOrchestration/libs/microservicetool,SchoolOrchestration,Python,true,true,false,3,false,true,true,true,50
FlightChain2/FlightChainAPI,FlightChain2,TypeScript,true,false,false,3,true,false,true,false,410
FlightChain2/FlightChainUI,FlightChain2,TypeScript,true,false,false,2,true,false,false,false,76
Polkabot/polkabot-plugin-blocthday,Polkabot,JavaScript,true,false,false,2,true,false,false,false,80
ap6yc/MEDICOM,ap6yc,TeX,true,false,false,3,false,false,false,false,75
ty-test-dev/cake3-test,ty-test-dev,PHP,true,false,false,1,false,true,false,false,35
localg-host/website,localg-host,JavaScript,true,false,false,2,true,false,true,false,27
iblech/bb,iblech,Haskell,true,false,false,1,false,false,true,false,11
whatisaphone/rlbot-rust,whatisaphone,Rust,true,false,false,1,false,false,false,false,27
0x1d/illucat,0x1d,JavaScript,true,false,false,2,true,false,false,true,40
josiekate/cs373,josiekate,CSS,true,false,false,2,false,true,true,false,28
dave.bell/alarm,dave.bell,JavaScript,true,false,false,3,true,false,true,false,45
float.cf/broadcaster,float.cf,JavaScript,true,false,false,2,true,false,true,false,33
VincentTam/test-hugo-staticman,VincentTam,,true,false,false,1,false,true,false,false,13
DanielWhitston/pip_test_1,DanielWhitston,Ruby,true,false,false,1,false,true,false,false,61
aurorafossorg/apps/tuna,aurorafossorg,D,true,false,false,9,true,true,false,true,834
CedricQ/testProj,CedricQ,C++,true,false,false,1,true,false,false,false,15
adventuscalendar/prrepo,adventuscalendar,Shell,true,false,false,2,false,false,false,false,49
adventuscalendar/utils/docker-prototool,adventuscalendar,,true,false,false,3,false,false,false,false,45
gperdomor/vapor-request-id,gperdomor,Swift,true,false,false,1,false,true,false,false,34
leroywarnt/sdlc,leroywarnt,Python,true,true,false,3,false,true,false,true,91
timvisee/cant-touch-this-project,timvisee,CSS,true,false,false,1,false,false,true,false,21
cccheck-mate/server,cccheck-mate,Rust,true,false,false,1,false,true,false,false,8
mbedsys/citbx4gitlab,mbedsys,Shell,true,false,false,2,true,true,false,false,85
matt-lindsay/folder-poller,matt-lindsay,JavaScript,true,false,false,1,false,true,false,false,30
rarenet/dfak,rarenet,HTML,true,false,false,3,true,false,true,false,73
eritikass/tpt-2018-2,eritikass,JavaScript,true,false,false,4,false,true,true,true,43
dudi/simple-maven-dep,dudi,Java,true,false,true,2,false,true,true,false,65
irenepixel/labPPW,irenepixel,HTML,true,false,false,2,false,true,true,false,38
elazkani/rundeck-resources,elazkani,Python,true,false,false,1,false,true,false,false,46
georgematthewl/story9-ppw,georgematthewl,Python,true,true,false,2,false,true,true,false,38
monetha/reputation-contracts,monetha,JavaScript,true,false,false,1,false,true,false,false,27
ninuxorg/docker/ansible-centos,ninuxorg,,true,false,false,3,true,true,false,true,110
swergas/swergas-belenios-ci,swergas,OCaml,true,false,false,3,false,false,false,false,70
librespacefoundation/gr-leo,librespacefoundation,C++,true,false,false,3,false,false,false,false,184
Baby-AC/expenses-tracker-backend,Baby-AC,JavaScript,true,false,false,1,false,false,true,false,17
flatiron-dc/learning-git2,flatiron-dc,HTML,true,false,false,1,false,false,true,false,11
apifie/nodems/node-microservice,apifie,JavaScript,true,false,false,1,false,true,false,false,102
gamearians/Games-list,gamearians,,true,false,false,1,false,false,true,false,25
shaktiproject/software/shakti-linux,shaktiproject,Makefile,true,false,false,1,false,true,false,false,11
bitoftrust/bitoftrust.gitlab.io,bitoftrust,CSS,true,false,false,1,false,true,false,false,19
ninuxorg/docker/ansible-ubuntu,ninuxorg,Shell,true,false,false,3,true,true,false,true,109
ninuxorg/docker/ansible-debian,ninuxorg,Shell,true,false,false,3,true,true,false,true,130
ninuxorg/docker/ansible-fedora,ninuxorg,,true,false,false,3,true,true,false,true,108
thepiercingarrow/microbot,thepiercingarrow,JavaScript,true,false,false,1,false,false,true,false,11
mgi/gpm/gpm,mgi,LabVIEW,true,false,false,2,true,false,true,false,60
KageKirin/kagekirin.gitlab.io,KageKirin,Makefile,true,false,false,2,false,true,true,false,24
vijai/MCS-Controller,vijai,Java,true,false,false,1,true,false,false,false,20
freckles-io/freckles,freckles-io,HTML,true,false,false,2,false,true,false,true,136
adrianlemess/starwars-project,adrianlemess,TypeScript,true,false,false,4,true,true,true,false,61
morimekta/io-util,morimekta,Java,true,false,true,2,false,false,false,false,87
morimekta/diff-util,morimekta,Java,true,false,true,2,false,false,false,false,82
morimekta/console-util,morimekta,Java,true,false,true,2,false,false,false,false,82
morimekta/testing-util,morimekta,Java,true,false,true,2,false,false,false,false,82
superchain/superchainpy,superchain,Python,true,true,false,1,false,false,false,false,16
opennota/check,opennota,Go,true,false,false,2,true,true,false,false,20
opennota/re2dfa,opennota,Go,true,false,false,2,true,true,false,false,20
opennota/screengen,opennota,Go,true,false,false,2,true,true,false,false,22
custom_components/uptimerobot,custom_components,Python,true,false,false,2,true,false,true,false,9
eLeCtrOssSnake/GMOD-Magic-Carpets,eLeCtrOssSnake,Lua,true,false,false,1,false,true,false,false,13
Xynnect/MarkdownRumianaCV,Xynnect,HTML,true,false,false,1,false,false,true,false,11
BurkHufnagel/learningloop,BurkHufnagel,JavaScript,true,false,false,9,true,true,false,true,648
bunnyblue/AndroidSDKMirror,bunnyblue,HTML,true,false,false,1,true,false,false,false,19
moodlenet/clients/react,moodlenet,TypeScript,true,false,false,1,false,true,false,false,111
timvisee/cant-touch-this,timvisee,Rust,true,false,false,3,true,true,false,false,56
lucj/sophia.events,lucj,CSS,true,false,false,4,true,true,true,false,95
elziojr/jhipster-playground-registry,elziojr,Java,true,false,true,3,true,false,true,true,60
hrbrmstr/curlparse,hrbrmstr,C++,true,false,false,1,false,true,false,false,8
alelain/atti-snake,alelain,JavaScript,true,false,false,1,false,false,true,false,17
bitingbytes/onion-engine,bitingbytes,C++,true,false,false,3,true,true,true,false,68
haoict/searchable-book-fullstack,haoict,JavaScript,true,false,false,1,true,false,false,false,9
HeavyLightStudios/HLSWebComponents/Heavy-Navbar,HeavyLightStudios,TypeScript,true,false,false,3,true,true,true,false,23
philstollery/bristol-ki-aikido,philstollery,HTML,true,false,false,1,false,true,false,false,21
eval/otarta,eval,Clojure,true,false,true,2,false,false,false,true,51
luxish/cv-luxish,luxish,JavaScript,true,false,false,1,false,false,true,false,18
ld18bari/linuxday,ld18bari,CSS,true,false,false,1,false,false,true,false,14
kilik/tools/mysql-filter-dump,kilik,PHP,true,false,false,1,true,false,false,false,26
ablu/mana_elixir,ablu,Elixir,true,false,false,1,false,true,false,false,17
donatocardoso/snake-game,donatocardoso,JavaScript,true,false,false,1,false,false,true,false,11
hosweetim/timx-site,hosweetim,TypeScript,true,false,false,5,true,true,true,false,153
ehsaan/ehsaan.me,ehsaan,HTML,true,false,false,1,false,false,true,false,11
1MansiS/JavaCrypto,1MansiS,Java,true,false,false,1,true,false,false,false,16
fiveop/krautschluessel,fiveop,Java,true,false,false,1,true,false,false,false,16
openrail/uk/stomp-client-nodejs,openrail,JavaScript,true,false,false,3,true,true,true,false,250
zieone/comic,zieone,CSS,true,false,false,2,false,true,true,false,28
dylanbstorey/maev,dylanbstorey,Python,true,false,false,3,false,false,false,true,67
pibigstar/Mybatis,pibigstar,Java,true,false,true,3,true,true,true,false,28
maalni/crunchysync,maalni,TypeScript,true,false,false,1,false,false,false,false,19
n0r1sk/docker-volume-glusterfs,n0r1sk,Go,true,false,false,1,true,false,false,false,47
Dog2puppy/Roblox-Ads,Dog2puppy,,true,false,false,1,false,true,false,false,17
echocat/echocat.org,echocat,Go,true,false,false,2,true,false,true,false,29
fredriklarsen/AirBrush,fredriklarsen,Kotlin,true,false,false,3,true,false,true,false,68
Acklen/glee2,Acklen,TypeScript,false,false,false,0,false,false,false,false,1
pkuyken/hexmap-generator,pkuyken,Go,true,false,false,2,true,true,false,false,34
amy-assistant/amy-assistant.gitlab.io,amy-assistant,CSS,true,false,false,1,false,false,true,false,19
amy-assistant/graphics,amy-assistant,CSS,true,false,false,1,false,false,true,false,12
dbohdan/hosts,dbohdan,Tcl,true,false,false,1,false,true,false,false,16
uilianries/native-floripa,uilianries,CMake,true,false,false,3,false,true,true,false,90
jsonsonson/in-command,jsonsonson,JavaScript,true,false,false,4,false,true,false,false,60
multicloud-openstack-k8s/app,multicloud-openstack-k8s,HTML,true,false,false,9,true,true,false,true,817
MaxIV/web-maxiv-tangogql,MaxIV,JavaScript,true,false,false,2,true,false,true,false,44
fufuhu/hands_on_sample,fufuhu,Python,true,false,false,2,true,true,false,false,34
homescreen.rocks/lanpartyscreen-beamer,homescreen.rocks,TypeScript,true,false,false,1,true,false,false,false,36
morimekta/idltool,morimekta,Java,true,false,true,2,false,false,false,true,61
abduljamiasi2014/testapp,abduljamiasi2014,HTML,true,false,false,1,false,false,true,false,13
diggan/archiveteam-infra,diggan,JavaScript,true,false,false,3,true,false,true,false,58
danielgaston/converse,danielgaston,Objective-C,true,false,false,1,true,false,false,false,27
bachtungvantung/gitlab-ce,bachtungvantung,Ruby,true,false,false,6,true,true,false,false,929
monetha/reputation-go-sdk,monetha,Go,true,false,false,1,false,true,false,false,16
phygitalproject/phygitalproject.gitlab.io,phygitalproject,CSS,true,false,false,2,false,true,true,false,28
gopherburrow/mux,gopherburrow,Go,true,false,false,1,false,true,false,false,11
gopherburrow/proxyheaders,gopherburrow,Go,true,false,false,1,false,true,false,false,11
gopherburrow/csrfcookie,gopherburrow,Go,true,false,false,1,false,true,false,false,11
pothitos/Java_Pipeline,pothitos,Java,true,false,false,2,true,true,false,false,26
Nooka10/local-food,Nooka10,HTML,true,false,false,4,true,true,true,true,155
tref/drupal-kubernetes-builder,tref,,true,false,false,1,true,false,false,false,33
perswayable/bot,perswayable,JavaScript,true,false,false,1,false,false,true,false,38
dunossauro/batatinhas,dunossauro,Python,true,false,false,1,false,true,false,false,20
RLesur/pulpdown,RLesur,CSS,true,false,false,1,false,false,true,false,14
FlatBuffersX/flatbufferx,FlatBuffersX,Java,true,false,false,1,true,false,false,false,33
toonaive0618/guile-zmq,toonaive0618,Shell,true,false,false,1,false,true,false,false,45
rusben/smx-m08-uf5,rusben,HTML,true,false,false,1,false,false,true,false,11
interscity/health-dashboard/datahealth-api,interscity,Ruby,true,false,false,2,false,true,false,false,38
sailfishos-porters-ci/cancro-ci,sailfishos-porters-ci,Shell,true,false,false,1,true,false,false,false,20
sailfishos-porters-ci/mido-ci,sailfishos-porters-ci,Shell,true,false,false,1,true,false,false,false,20
sailfishos-porters-ci/onyx-ci,sailfishos-porters-ci,Shell,true,false,false,1,true,false,false,false,19
districted/web-client,districted,TypeScript,true,false,false,6,false,false,false,false,105
districted/auth-server,districted,Java,true,false,false,6,true,true,false,false,91
districted/district-command-service,districted,Java,true,false,false,6,true,true,false,false,92
districted/district-query-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/api-gateway,districted,Java,true,false,false,6,true,true,false,false,91
districted/configuration-server,districted,Java,true,false,false,6,true,true,false,false,92
districted/discovery-server,districted,Java,true,false,false,6,true,true,false,false,95
districted/feedback-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/message-command-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/message-query-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/media-read-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/media-write-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/profile-command-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/profile-query-service,districted,Java,true,false,false,6,true,true,false,false,91
districted/notification-service,districted,Java,true,false,false,6,true,true,false,false,86
Aexol/graphql-editor,Aexol,TypeScript,true,false,false,1,true,false,false,false,14
goauth/dex,goauth,Python,true,true,false,3,true,true,true,false,80
gioxa/odagrun/website,gioxa,HTML,true,false,false,4,true,false,false,true,110
jorgecarleitao/schemaflow,jorgecarleitao,Python,true,true,false,3,false,true,true,false,67
Lepardo/SimpleWebSpider-Android,Lepardo,Java,true,false,false,2,true,true,false,false,52
Lepardo/chestrucon,Lepardo,Awk,true,false,false,1,true,false,false,false,20
Lepardo/simplewebspider,Lepardo,Java,true,false,true,3,true,true,true,false,103
rbuer2007/ideas,rbuer2007,Java,true,false,true,1,false,true,false,false,5
OctoNezd/autogram,OctoNezd,Python,true,true,false,2,true,true,false,false,49
ahmad_fauzan458/story,ahmad_fauzan458,JavaScript,true,false,false,1,false,false,true,false,16
2ndkauboy/gitlab-ci-git-deploy,2ndkauboy,,true,false,false,3,true,true,false,true,38
mygnu/spark_post,mygnu,Rust,true,false,false,1,true,false,false,false,17
Hurds/python-book,Hurds,HTML,true,false,false,2,false,true,true,false,35
Hurds/C-Book,Hurds,CSS,true,false,false,2,false,true,true,false,35
latex-template/thesis,latex-template,TeX,true,false,false,1,true,false,false,false,40
TollStudios/justanothernetworklib,TollStudios,C#,true,false,false,3,true,true,false,false,55
leggettc18/fundwarrior,leggettc18,Rust,true,false,false,1,true,false,false,false,17
diamondburned/go-nhentai,diamondburned,Go,true,false,false,1,true,false,false,false,28
c57fr/c57,c57fr,PHP,true,false,false,1,false,false,true,false,8
joseporto/carbon-vue,joseporto,JavaScript,true,false,false,3,false,true,false,true,57
leopardm/dnd,leopardm,Python,true,true,false,2,false,false,false,true,23
darinamanda/ppwlab,darinamanda,CSS,true,false,false,2,false,true,true,false,39
sarsyifa/ppw-syifa,sarsyifa,CSS,true,false,false,1,false,false,true,false,14
serphacker/webace,serphacker,Java,true,false,true,4,true,true,true,false,98
burdickjp/burdickjp.gitlab.io,burdickjp,Ruby,true,false,false,2,false,true,true,false,28
hexLucifer/hexlucifer.gitlab.io,hexLucifer,CSS,true,false,false,1,false,false,true,false,13
gtrias/genar-radio,gtrias,JavaScript,true,false,false,2,false,true,true,false,29
webwirtschaft/structured-content,webwirtschaft,PHP,true,false,false,1,false,true,false,false,22
